id	VL_TOTAL_INVESTIMENTO_T0	RESTRICAO_INTERNA	RISCO	DS_ESTADO_CIVIL	ESCOLARIDADE	TEM_PRE_APROV_CDC	TIPO_CLIENTE	IDADE	QTDE_PRODUTOS_12M	SG_UF	CD_SEXO	VL_TOTL_REND	PERFIL	ALVO
8218	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	27	5	RJ	H	620	TOMADOR	0
8219	2653.9	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	CLÁSSICO	19	6	MG	H	873	INVESTIDOR	0
8220	206.1	0	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	20	3	PR	M	780	TOMADOR	0
8221	18.6	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	60	2	RJ	M	390.34	INVESTIDOR	0
8222	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	30	4	RJ	H	1721.57	NEUTRO	0
8223	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	26	6	PR	H	837	NEUTRO	0
8224	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	28	3	SC	H	769	TOMADOR	0
8225	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	21	3	RJ	M	205	TOMADOR	0
8226	20.9	0	MEDIO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	20	2	SP	H	520	INVESTIDOR	0
8227	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	20	2	  	M	550	INVESTIDOR	0
8228	0	1	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	23	1	RJ	H	0	NEUTRO	0
8229	13618.9	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	27	4	PE	H	2616	INVESTIDOR	0
8230	0	1	ALTO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	31	3	SP	H	792	TOMADOR	0
8231	0.9	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	20	6	SP	H	760	INVESTIDOR	0
8232	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	33	5	SP	M	446.63	TOMADOR	0
8233	0	0	ALTO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	22	3	SP	M	0	TOMADOR	0
8234	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	41	4	RJ	H	2002.57		0
8235	0	1	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	4	SP	H	574.13	INVESTIDOR	0
8236	41.2	1	ALTO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	20	3	SP	H	580	TOMADOR	0
8237	10.4	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	19	4	SP	M	588.96	INVESTIDOR	0
8238	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	30	4	  	H	826.2	TOMADOR	0
8239	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	19	4	RS	M	674.43	INVESTIDOR	0
8240	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	1	SP	H	520	TOMADOR	0
8241	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	28	6	PR	M	740.33	NEUTRO	0
8242	3	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	0	ESPECIAL	64	8	RJ	M	1179.76	INVESTIDOR	0
8243	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	23	2	RS	M	806.66	INVESTIDOR	0
8244	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	28	3	SP	M	559.02	INVESTIDOR	0
8245	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	3	MG	H	669.68	TOMADOR	0
8246	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	2	RJ	H	615.37	INVESTIDOR	0
8247	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	41	5	SP	H	1357.91	INVESTIDOR	0
8248	4888.8	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	26	4	SP	M	813.98	INVESTIDOR	0
8249	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	25	2	RS	H	500	NEUTRO	0
8250	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	CLÁSSICO	51	4	SP	H	1197.97	INVESTIDOR	0
8251	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	22	4	SP	M	0	INVESTIDOR	0
8252	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	42	2	SP	H	1806.49	INVESTIDOR	0
8253	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	27	4	SP	H	1086	INVESTIDOR	0
8254	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	45	5	SP	M	681.4	INVESTIDOR	0
8255	0	0	MEDIO	NÃO INFORMADO	SUPERIOR	0	CLÁSSICO	45	3	SP	M	1	TOMADOR	0
8256	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	43	2	SP	M	673.65	INVESTIDOR	0
8257	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	23	7	SP	H	1664.45	INVESTIDOR	0
8258	2500	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	20	4	SP	H	0	INVESTIDOR	0
8259	50	1	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	3	RJ	H	650	NEUTRO	0
8260	1080.7	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	2	RJ	M	712.31	INVESTIDOR	0
8261	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	28	2	RJ	H	619.73	INVESTIDOR	0
8262	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	27	2	RJ	M	689	NEUTRO	0
8263	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	19	2	RJ	H	550	NEUTRO	0
8264	0.3	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	25	5	RJ	M	847.71	INVESTIDOR	0
8265	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	1	RS	M	805.15	INVESTIDOR	0
8266	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	25	4	SP	M	1565.02	INVESTIDOR	0
8267	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	30	2	CE	H	510	NEUTRO	0
8268	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	3	CE	M	530	NEUTRO	0
8269	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	4	PR	M	571	TOMADOR	0
8270	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	21	4	SP	M	620	TOMADOR	0
8271	0	0	MEDIO	NÃO INFORMADO	SUPERIOR	0	CLÁSSICO	40	0	SP	M	910		0
8272	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	19	5	SP	M	1500	TOMADOR	0
8273	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	18	5	SP	M	776.39	NEUTRO	0
8274	0	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	23	2	SP	H	913	NEUTRO	0
8275	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	19	3	  	M	0	TOMADOR	0
8276	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	25	3	MG	M	695	NEUTRO	0
8277	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	31	5	SP	M	885	TOMADOR	0
8278	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	26	4	SP	H	470	NEUTRO	0
8279	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	24	2	  	M	0	NEUTRO	0
8280	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	CLÁSSICO	38	2	MT	M	885	TOMADOR	0
8281	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	18	5	SP	H	510	TOMADOR	0
8282	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	37	2	MG	H	1525	NEUTRO	0
8283	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	3	PE	H	583.12	INVESTIDOR	0
8284	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	23	2	RJ	M	451.96	NEUTRO	0
8285	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	29	3	PE	M	513.09	NEUTRO	0
8286	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	29	2	PE	M	510	NEUTRO	0
8287	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	23	3	SP	H	674.19	NEUTRO	0
8288	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	30	1	MG	M	510	NEUTRO	0
8289	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	3	PE	M	484.99	NEUTRO	0
8290	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	3	RJ	H	479.41	NEUTRO	0
8291	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	29	2	MG	M	579.43	NEUTRO	0
8292	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	23	2	PE	M	514.75	NEUTRO	0
8293	0	0	MEDIO	DIVORCIADO	ENSINO MEDIO	0	ESPECIAL	31	2	MG	M	1424.12	NEUTRO	0
8294	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	26	3	MG	H	1200	TOMADOR	0
8295	0	1	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	45	2	MG	M	634	NEUTRO	0
8296	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	1	MG	M	2973.68	NEUTRO	0
8297	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	35	3	PE	M	1496.36	INVESTIDOR	0
8298	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	22	2	PE	M	510	NEUTRO	0
8299	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	27	4	RJ	M	58.85	NEUTRO	0
8300	0	1	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	21	2	MG	H	510	NEUTRO	0
8301	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	27	0	MG	H	461.06		0
8302	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	34	3	MG	M	510	NEUTRO	0
8303	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	30	5	DF	H	645	TOMADOR	0
8304	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	21	4	  	H	534	TOMADOR	0
8305	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	4	SP	H	731.87	TOMADOR	0
8306	0	0	MEDIO	SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	28	0	  	H	2872.42		0
8307	15176.5	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	29	5	PE	H	1723	INVESTIDOR	0
8308	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	16	1	SP	H	795	NEUTRO	0
8309	0	1	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	26	4	AP	M	1200	TOMADOR	0
8310	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	5	SP	H	750	TOMADOR	0
8311	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	47	5	SP	H	1189	NEUTRO	0
8312	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	21	2	SP	H	545	NEUTRO	0
8313	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	18	4	MG	H	545	NEUTRO	0
8314	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	2	MG	H	535	NEUTRO	0
8315	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	33	3	RJ	H	1200	NEUTRO	0
8316	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	25	3	SP	M	702	NEUTRO	0
8317	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	VIP	22	5	MG	H	550	NEUTRO	0
8318	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	54	4	MG	H	10000	INVESTIDOR	0
8319	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	19	4	SP	H	981	TOMADOR	0
8320	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	57	1	SP	H	1900	NEUTRO	0
8321	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	30	2	SP	M	715	NEUTRO	0
8322	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	24	2	SP	M	850	TOMADOR	0
8323	1590.2	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	20	4	SE	H	734	TOMADOR	0
8324	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	CLÁSSICO	29	4	SP	H	818	NEUTRO	0
8325	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	32	5	SP	M	741.92	TOMADOR	0
8326	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	34	4	SP	M	510	TOMADOR	0
8327	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	68	6	RJ	M	510	TOMADOR	0
8328	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	CLÁSSICO	30	3	MG	H	941	NEUTRO	0
8329	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	32	5	SP	M	950	TOMADOR	0
8330	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	3	SP	M	510	NEUTRO	0
8331	0	0	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	18	3	SC	H	780	TOMADOR	0
8332	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	61	4	PB	H	200	NEUTRO	0
8333	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	25	6	RJ	M	1861.06	NEUTRO	0
8334	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	21	4	AL	M	1200	TOMADOR	0
8335	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	41	4	SP	M	730	NEUTRO	0
8336	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	28	3	PI	M	587	TOMADOR	0
8337	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	28	3	SP	M	734	NEUTRO	0
8338	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	47	0	RJ	M	1195	NEUTRO	0
8339	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	20	5	CE	M	510	INVESTIDOR	0
8340	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	4	CE	H	509.22	NEUTRO	0
8341	251.6	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	6	SP	M	470.03	TOMADOR	0
8342	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	24	4	CE	M	592.2	NEUTRO	0
8343	10.1	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	ESPECIAL	50	8	BA	H	1666	TOMADOR	0
8344	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	26	7	CE	M	520.74	TOMADOR	0
8345	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	25	5	BA	M	428.69	NEUTRO	0
8346	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	29	2	BA	H	1691.06	NEUTRO	0
8347	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	3	BA	M	510	NEUTRO	0
8348	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	25	3	BA	M	510	NEUTRO	0
8349	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	29	0	CE	H	1487		0
8350	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	25	1	DF	H	600	TOMADOR	0
8351	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	65	6	RJ	M	200	INVESTIDOR	0
8352	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	45	4	PR	H	740	INVESTIDOR	0
8353	0	1	ALTO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	24	1	BA	M	0	TOMADOR	0
8354	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	30	4	PR	M	692	NEUTRO	0
8355	0	0	MEDIO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	29	1	RJ	M	790.33	NEUTRO	0
8356	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	63	3	MG	H	6000	INVESTIDOR	0
8357	0	0	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	22	4	SC	H	0	NEUTRO	0
8358	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	2	RN	M	655.36	NEUTRO	0
8359	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	21	5	SP	H	995.44	TOMADOR	0
8360	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	34	3	SP	M	264	INVESTIDOR	0
8361	40.3	1	ALTO	DIVORCIADO	ENSINO MEDIO	0	CLÁSSICO	23	7	RJ	M	479.45	TOMADOR	0
8362	0	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	40	5	RJ	H	4361.47	TOMADOR	0
8363	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	23	2	BA	M	1276.84	INVESTIDOR	0
8364	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	27	7	SP	M	1146.95	INVESTIDOR	0
8365	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	45	7	SP	M	537	TOMADOR	0
8366	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	31	7	SP	H	4171.51	INVESTIDOR	0
8367	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	VIP	40	2	SP	H	8475.07	TOMADOR	0
8368	0	1	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	40	5	SP	M	700	INVESTIDOR	0
8369	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	28	7	SP	H	379.07	INVESTIDOR	0
8370	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	20	4	RJ	H	1150	INVESTIDOR	0
8371	0	0	MEDIO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	19	3	BA	M	660.5	NEUTRO	0
8372	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	24	6	RS	M	2135.97	INVESTIDOR	0
8373	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	CLÁSSICO	23	4	PR	M	1084.73	INVESTIDOR	0
8374	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	19	5	  	H	750	INVESTIDOR	0
8375	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	VIP	26	4	SP	H	1546.58	NEUTRO	0
8376	82	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	45	5	  	M	1147.06	INVESTIDOR	0
8377	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	33	2	SP	H	0	NEUTRO	0
8378	0	1	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	34	6	RJ	H	917.33	INVESTIDOR	0
8379	41.4	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	4	  	M	715.4	TOMADOR	0
8380	0	0	ALTO		NÃO INFORMADO	0	VIP	0	4	SP	M	0	TOMADOR	0
8381	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	19	4	SC	H	0	NEUTRO	0
8382	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	3	  	H	613.45	INVESTIDOR	0
8383	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	22	2	SC	H	368.58	INVESTIDOR	0
8384	0	1	ALTO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	22	6	SP	H	605.43	TOMADOR	0
8385	4426.3	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	53	6	SP	H	3000	INVESTIDOR	0
8386	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	4	  	H	637	INVESTIDOR	0
8387	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	23	5	PR	M	983.78	INVESTIDOR	0
8388	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	23	2	RJ	H	526.02	NEUTRO	0
8389	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	19	1	CE	M	434	NEUTRO	0
8390	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	26	1	RJ	M	315	NEUTRO	0
8391	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	29	3	SP	M	398	NEUTRO	0
8392	0	0	MEDIO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	26	4	DF	H	1100	TOMADOR	0
8393	0	0	BAIXO	SOLTEIRO	POS GRADUACAO	1	ESPECIAL	32	3	MG	M	1253	NEUTRO	0
8394	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	33	3	BA	H	840	TOMADOR	0
8395	51.4	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	19	4	PA	H	967	TOMADOR	0
8396	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	3	MS	M	364	NEUTRO	0
8397	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	2	PE	H	600	NEUTRO	0
8398	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	28	5	GO	M	1712	TOMADOR	0
8399	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	18	3	SP	M	650	TOMADOR	0
8400	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	22	5	SP	M	0	TOMADOR	0
8401	0	0		SOLTEIRO	SUPERIOR	0	ESPECIAL	21	2	  	M	0	NEUTRO	0
8402	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	CLÁSSICO	25	3	SP	H	900	TOMADOR	0
8403	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	25	2	PE	H	525	NEUTRO	0
8404	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	21	3	PR	M	0	NEUTRO	0
8405	0	0	ALTO	SOLTEIRO	SUPERIOR	0	ESPECIAL	20	3	AL	M	0	TOMADOR	0
8406	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	0	CLÁSSICO	37	6	RJ	M	385.54	TOMADOR	0
8407	0	1	ALTO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	20	2	SC	M	265.28	TOMADOR	0
8408	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	2	SP	M	981	NEUTRO	0
8409	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	18	3	MT	H	0	TOMADOR	0
8410	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	5	SP	M	715	NEUTRO	0
8411	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	24	2	PE	H	315	NEUTRO	0
8412	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	26	1	SP	M	600	NEUTRO	0
8413	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	ESPECIAL	41	6	RJ	H	892	TOMADOR	0
8414	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	45	2	MG	M	924	INVESTIDOR	0
8415	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	17	2	RS	M	475	INVESTIDOR	0
8416	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	26	2	MA	H	660	NEUTRO	0
8417	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	28	3	RJ	H	41	TOMADOR	0
8418	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	25	4	MG	M	433	NEUTRO	0
8419	0	0	BAIXO	SOLTEIRO	MESTRADO	1	ESPECIAL	37	4	PE	M	7200	TOMADOR	0
8420	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	21	4	SP	H	1757.13		0
8421	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	26	5	SP	M	1427.92	INVESTIDOR	0
8422	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	26	3	RJ	H	553.6	NEUTRO	0
8423	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	19	4	ES	H	40.94	TOMADOR	0
8424	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	18	1	PR	M	559	TOMADOR	0
8425	540.9	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	40	4	SP	H	4000	INVESTIDOR	0
8426	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	28	7	SP	M	1189.5	TOMADOR	0
8427	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	27	4	SP	H	767.62	INVESTIDOR	0
8428	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	18	5	PR	M	345	TOMADOR	0
8429	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	19	4	RJ	M	600	TOMADOR	0
